"","name","start_year","age","years","value","aav","sign_bonus","gtd","prac_gtd","length","position.y","games","recent_team","completions","attempts","passing_yards","passing_tds","interceptions","sacks","sack_yards","sack_fumbles","sack_fumbles_lost","passing_air_yards","passing_yards_after_catch","passing_first_downs","passing_epa","passing_2pt_conversions","pacr","dakota","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_epa","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_epa","receiving_2pt_conversions","racr","target_share","air_yards_share","wopr","special_teams_tds","fantasy_points","fantasy_points_ppr"
"64","Jakeem Grant","2022",29,3,1e+07,3333333,2e+06,3035000,3035000,"2022-2023 (FA: 2024)","WR",7,"CHI",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,5,33,0,0,0,2,0.943557511724066,0,11,17,132,2,1,1,80,103,7,2.44266299367882,0,1.65,0.0773839992589993,0.0534282499328121,0.153475773841467,1,32.5,43.5
"65","Jarvis Landry","2022",29,1,3e+06,3e+06,1880000,3e+06,3e+06,"2022-2022 (FA: 2023)","WR",12,"CLE",0,0,0,0,0,1,1,1,1,0,0,0,-4.68811111891409,0,NA,NA,6,40,2,1,0,4,5.01308533344841,0,52,87,570,2,1,1,677,286,28,-13.1820960384178,0,0.841949778434269,0.244816769064414,0.246102617384908,0.539496985766056,0,81,133
"66","Josh Reynolds","2022",27,2,6e+06,3e+06,1500000,2700000,2700000,"2022-2023 (FA: 2024)","WR",10,"DET",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,29,49,396,2,0,0,668,119,21,18.8842784421475,0,0.592814371257485,0.152284539104212,0.314663102279641,0.448690980252067,0,51.6,80.6
"67","Marcus Johnson","2022",27,1,1035000,1035000,NA,NA,NA,"2022-2022 (FA: 2023)","WR",7,"TEN",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,-2,0,0,0,1,-1.42043848498724,0,9,19,160,0,0,0,171,95,7,0.285265531332698,0,0.935672514619883,0.118868723415292,0.148792317641107,0.282457707471713,0,15.8,24.8
"68","Marquez Valdes-Scantling","2022",27,3,3e+07,1e+07,6e+06,8560000,1.5e+07,"2022-2024 (FA: 2025)","WR",11,"GB",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,26,55,430,3,0,0,985,146,18,10.7572562690826,0,0.436548223350254,0.148639745450596,0.300591393452659,0.433373593592755,0,61,87
"69","Michael Gallup","2022",26,5,57500000,11500000,1e+07,2.3e+07,2.7e+07,"2022-2026 (FA: 2027)","WR",9,"DAL",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,35,62,445,2,0,0,722,123,23,18.4041369350428,0,0.616343490304709,0.166749879602555,0.279502268521253,0.445776407368709,0,56.5,91.5
"70","Mike Williams","2022",27,3,6e+07,2e+07,2.1e+07,4e+07,4e+07,"2022-2024 (FA: 2025)","WR",16,"LAC",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,76,129,1146,9,0,0,1497,415,51,65.6152888225789,1,0.765531062124248,0.201050403231538,0.29531424541255,0.508295576636093,0,170.6,246.6
"71","Pharoh Cooper","2022",26,1,1035000,1035000,NA,NA,NA,"2022-2022 (FA: 2023)","WR",6,"NYG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,3,0,0,0,0,-0.194386996794492,0,4,11,33,0,0,0,79,7,1,-10.6204814410503,0,0.417721518987342,0.0731814386074151,0.0907653965298146,0.173307935481993,0,3.6,7.6
"72","Rashard Higgins","2022",27,1,1187500,1187500,152500,152500,152500,"2022-2022 (FA: 2023)","WR",12,"CLE",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,24,47,275,1,0,0,540,47,16,5.273095316,0,0.509259259259259,0.128294095879608,0.178728876333124,0.317551357252598,0,33.5,57.5
"73","Ray-Ray McCloud","2022",25,2,4e+06,2e+06,1750000,2785000,2785000,"2022-2023 (FA: 2024)","WR",15,"PIT",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,15,0,0,0,0,0.0395745519781485,0,41,68,297,0,1,0,434,123,18,-13.5091691475817,0,0.684331797235023,0.119257654937519,0.119062210385279,0.262230029675974,0,31.2,72.2
"74","Russell Gage","2022",26,3,3e+07,1e+07,NA,1.5e+07,2e+07,"2022-2024 (FA: 2025)","WR",13,"ATL",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,66,94,770,4,2,2,876,248,37,9.49708630586398,0,0.878995433789954,0.235767509992076,0.282759808610918,0.551583131015756,0,97,163
"75","Sammy Watkins","2022",28,1,1850000,1850000,350000,350000,350000,"2022-2022 (FA: 2023)","WR",11,"BAL",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,27,49,394,1,1,1,638,99,17,-1.99723760129624,0,0.617554858934169,0.140348434096894,0.191770707379621,0.344762146311076,0,43.4,70.4
"76","Stefon Diggs","2022",28,4,9.6e+07,2.4e+07,21500000,47985000,7e+07,"2022-2027 (FA: 2028)","WR",19,"BUF",0,0,0,0,0,1,2,0,0,0,0,0,-0.836327348719351,0,NA,NA,0,0,0,0,0,0,NA,0,109,174,1292,10,1,0,1931,342,68,33.9390142928429,1,0.669083376488866,0.259173991003614,0.336957387410972,0.624631157693102,0,191.2,300.2
"77","T.Y. Hilton","2022",33,1,8e+05,8e+05,NA,6e+05,6e+05,"2022-2022 (FA: 2023)","WR",10,"IND",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,23,37,331,3,0,0,476,71,15,20.3100245560054,0,0.695378151260504,0.134441075608878,0.212150624543872,0.350167050594028,0,51.1,74.1
"78","Terry McLaurin","2022",26,3,68364000,22788000,2.8e+07,34654000,53154000,"2022-2025 (FA: 2026)","WR",17,"WAS",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,12,0,0,0,1,0.779180705198087,0,77,130,1053,5,0,0,1697,317,47,12.1758144038601,0,0.620506776664702,0.246162236901962,0.41732086851243,0.661367963311643,0,136.5,213.5
"79","Trenton Irwin","2022",26,2,1765000,882500,NA,NA,NA,"2022-2023 (FA: 2024)","WR",2,"CIN",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,5,34,0,0,0,86,5,1,-1.70675897650653,0,0.395348837209302,0.0845905172413793,0.241009340944473,0.2955923145232,0,3.4,5.4
"80","Tyreek Hill","2022",28,4,1.2e+08,3e+07,25500000,52535000,72200000,"2022-2026 (FA: 2027)","WR",20,"KC",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,94,0,0,0,4,2.17423440841958,0,134,187,1524,12,2,1,1884,579,87,72.0914944041126,0,0.808917197452229,0.246274163065375,0.3526871350203,0.616292239112273,0,231.8,365.8
"81","Zay Jones","2022",26,3,2.4e+07,8e+06,5500000,1.4e+07,1.4e+07,"2022-2024 (FA: 2025)","WR",16,"LV",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,2,3,0,0,0,0,-0.516879247035831,0,52,78,607,2,1,1,1068,172,33,10.3722855944206,0,0.568352059925094,0.138158602349553,0.243350747640279,0.377583426872524,0,71,123
"82","Amari Cooper","2020",25,5,1e+08,2e+07,1e+07,4e+07,6e+07,"2020-2024 (FA: 2025)","WR",16,"DAL",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,6,0,0,0,0,0.240294087561779,0,79,119,1189,8,0,0,1523,240,54,52.4648291969041,0,0.780695994747209,0.200947700200988,0.282605332383614,0.499245282970012,0,167.5,246.5
"83","Keenan Allen","2020",28,4,80100000,20025000,13500000,26500000,4.3e+07,"2020-2024 (FA: 2025)","WR",16,"LAC",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,16,0,0,0,1,-0.229719123104587,0,104,149,1199,6,0,0,1506,369,63,42.8646989746316,0,0.796148738379814,0.25916968609082,0.295857960784065,0.595855101685076,0,157.5,261.5
"84","Tyler Boyd","2019",24,4,4.3e+07,10750000,7e+06,11080769,17280769,"2019-2023 (FA: 2024)","WR",14,"CIN",0,1,0,0,0,0,0,0,0,34,0,0,-0.512594365165569,0,0,NA,2,3,0,0,0,0,-1.0990995215252,0,76,108,1028,7,0,0,1008,418,54,72.9966516028611,0,1.01984126984127,0.220623375366407,0.266096168352113,0.517202380896089,0,145.1,221.1
"85","Mike Evans","2018",24,5,82500000,16500000,NA,38258000,55008000,"2018-2023 (FA: 2024)","WR",15,"TB",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,71,136,1001,5,1,0,1868,134,55,22.99170784618,1,0.535867237687366,0.243145578982874,0.331037963053375,0.596444942611673,0,132.1,203.1
